User_ID,UTC_Time,Account,Operation,Coin,Change,Remark,Symbol,Qty,Type,Open date,Adj cost per share,Adj cost,
360673752,2025/1/3 9:01,Spot,Transaction Fee,BTC,-0.00007181,,,,,2025/1/3,,,
360673752,2025/4/4 1:20,Spot,Transaction Sold,BTC,-0.015,,,,,2025/4/4,,,
360673752,2025/4/4 1:20,Spot,Transaction Fee,USDT,-1.2482745,,,,,2025/4/4,,,
360673752,2025/4/4 1:20,Spot,Transaction Revenue,USDT,1248.2745,,,,,2025/4/4,,,
360673752,2025/4/4 1:33,Spot,Lead Portfolio (Spot) - Create,USDT,-1248.2,Binance Copy Trading,,,,2025/4/4,,,
360673752,2025/4/4 1:33,Spot Lead,Lead Portfolio (Spot) - Create,USDT,1248.2,Binance Copy Trading,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-9.00E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-8.90E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-1.00E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-6.6293672,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005717,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-8.286464,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-0.00000143,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.0001,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005255,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005248,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-118.4964352,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-1.40E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-74.578185,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.0001,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00302,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00014,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-1.00E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-1.40E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8006963,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00014,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.0009,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-8.286464,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00008,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005787,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00269,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8006298,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-1.00E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8006963,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-8.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005717,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005255,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-11.6010496,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-8.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-1.60E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8006151,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-74.578185,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-13.2583424,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-222.9058816,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005248,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-149.9849984,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-24.0307456,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-11.6010496,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-2.90E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-11.601051,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.0009,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-0.00000269,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00029,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005255,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-6.6292744,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-8.90E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-1.40E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00089,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.80062,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-0.00000181,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8006193,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00089,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00016,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00143,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-73.7495296,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8006963,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00007,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-0.00000302,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-73.7495296,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00014,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-250.258642,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.800578,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-8.286464,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-7.00E-08,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Fee,BTC,-9.00E-07,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.0001,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00181,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Buy,BTC,0.00008,,,,,2025/4/4,,,
360673752,2025/4/4 1:53,Spot Lead,Transaction Spend,USDT,-5.8005248,,,,,2025/4/4,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.015,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00835353,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,74.3464348,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,8.353532,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00006,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00501212,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.07434643,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.0001,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.0121192,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,20.88383,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.02004848,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.02394,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,86.8767328,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,20.0484768,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00075,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,1253.0298,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00006,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00025,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-1.2530298,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,8.353532,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,20.0484768,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,19.2131236,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00023,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00501212,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00835353,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.02088383,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.0121192,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-1.99983556,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,1999.835561,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00104,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00025,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00024,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00006,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.0001,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,20.88383,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,8.353532,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.02088383,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.01921312,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00835353,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.0121192,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.0001,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.0001,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.02004848,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00584747,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.06265149,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,62.65149,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,8.353532,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00501212,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00089,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00007,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.08687673,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00835353,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,5.8474724,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00024,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,50.121192,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.0006,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.09940703,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,99.4070308,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.05012119,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00119,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00008,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00668283,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,6.6828256,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00008,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00668283,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,6.6828256,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,10.0242384,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00029,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.02422524,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.01002424,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00081,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,24.2252428,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00012,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.03842625,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00046,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.06766361,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,67.6636092,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,38.4262472,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,10.8595916,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.01085959,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00013,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,10.0242384,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.01002424,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00012,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Sold,BTC,-0.00008,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,6.6828256,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.01002424,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Fee,USDT,-0.00668283,,,,,2025/4/16,,,
360673752,2025/4/16 6:18,Spot,Transaction Revenue,USDT,6.6828256,,,,,2025/4/16,,,
